rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,lastName,firstName,country_cpi,country_gdp,country_population,country_lat, country_long,city_lat,city_long
748,3800,Real Estate,"H. Ross Perot, Jr.",64.0,United States,Dallas,Real estate,Real Estate,United States,False,M,11/7/1958 0:00,Perot,H. Ross,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,32.7935,-96.7667
748,3800,Real Estate,"H. Ross Perot, Jr.",64.0,United States,Dallas,Real estate,Real Estate,United States,False,M,11/7/1958 0:00,Perot,H. Ross,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,44.9221,-123.313
748,3800,Real Estate,"H. Ross Perot, Jr.",64.0,United States,Dallas,Real estate,Real Estate,United States,False,M,11/7/1958 0:00,Perot,H. Ross,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.9152,-84.8416
748,3800,Real Estate,"H. Ross Perot, Jr.",64.0,United States,Dallas,Real estate,Real Estate,United States,False,M,11/7/1958 0:00,Perot,H. Ross,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,41.3608,-75.9656
748,3800,Real Estate,Chandru Raheja,82.0,India,Mumbai,Real estate,Real Estate,India,False,M,10/1/1940 0:00,Raheja,Chandru,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,19.0761,72.8775
748,3800,Energy,Trevor Rees-Jones,71.0,United States,Dallas,Oil & gas,Energy,United States,True,M,8/12/1951 0:00,Rees-Jones,Trevor,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,32.7935,-96.7667
748,3800,Energy,Trevor Rees-Jones,71.0,United States,Dallas,Oil & gas,Energy,United States,True,M,8/12/1951 0:00,Rees-Jones,Trevor,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,44.9221,-123.313
748,3800,Energy,Trevor Rees-Jones,71.0,United States,Dallas,Oil & gas,Energy,United States,True,M,8/12/1951 0:00,Rees-Jones,Trevor,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.9152,-84.8416
748,3800,Energy,Trevor Rees-Jones,71.0,United States,Dallas,Oil & gas,Energy,United States,True,M,8/12/1951 0:00,Rees-Jones,Trevor,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,41.3608,-75.9656
748,3800,Telecom,Yasumitsu Shigeta,58.0,Japan,Tokyo,Mobile phone retailer,Telecom,Japan,True,M,2/25/1965 0:00,Shigeta,Yasumitsu,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924,35.6897,139.6922
748,3800,Healthcare,Su Qingcan,54.0,China,Xiamen,Healthcare,Healthcare,China,True,M,1/1/1969 0:00,Su,Qingcan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,24.4796,118.0889
748,3800,Finance & Investments,Tsai Cheng-ta,73.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,M,4/1/1950 0:00,Tsai,Cheng-ta,,,,,,25.0375,121.5625
748,3800,Service,Steven Udvar-Hazy,77.0,United States,Westlake,Aircraft leasing,Service,United States,True,M,2/23/1946 0:00,Udvar-Hazy,Steven,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,41.4524,-81.9294
748,3800,Manufacturing,Elizabeth Uihlein,77.0,United States,Lake Forest,Packaging materials,Manufacturing,United States,True,F,7/7/1945 0:00,Uihlein,Elizabeth,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.6605,-117.6714
748,3800,Manufacturing,Elizabeth Uihlein,77.0,United States,Lake Forest,Packaging materials,Manufacturing,United States,True,F,7/7/1945 0:00,Uihlein,Elizabeth,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.238,-87.8596
748,3800,Manufacturing,Richard Uihlein,77.0,United States,Lake Forest,Packaging materials,Manufacturing,United States,True,M,8/27/1945 0:00,Uihlein,Richard,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,33.6605,-117.6714
748,3800,Manufacturing,Richard Uihlein,77.0,United States,Lake Forest,Packaging materials,Manufacturing,United States,True,M,8/27/1945 0:00,Uihlein,Richard,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.238,-87.8596
766,3700,Finance & Investments,Hayes Barnard,51.0,United States,Austin,Fintech,Finance & Investments,United States,True,M,2/15/1972 0:00,Barnard,Hayes,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,30.3005,-97.7522
766,3700,Finance & Investments,Hayes Barnard,51.0,United States,Austin,Fintech,Finance & Investments,United States,True,M,2/15/1972 0:00,Barnard,Hayes,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,43.6721,-92.9784
766,3700,Finance & Investments,William Berkley,76.0,United States,Coconut Grove,Insurance,Finance & Investments,United States,True,M,9/1/1946 0:00,Berkley,William,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
766,3700,Real Estate,Charles Cohen,71.0,United States,New York,Real estate,Real Estate,United States,False,M,2/8/1952 0:00,Cohen,Charles,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
766,3700,Real Estate,Yakir Gabay,56.0,United Kingdom,London,Real estate,Real Estate,Cyprus,True,M,4/13/1966 0:00,Gabay,Yakir,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973,51.5072,-0.1275
766,3700,Technology,Huang Li,59.0,China,Wuhan,Imaging systems,Technology,China,True,M,6/27/1963 0:00,Huang,Li,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,30.5934,114.3046
766,3700,Logistics,Brad Jacobs,66.0,United States,Greenwich,Logistics,Logistics,United States,True,M,7/1/1956 0:00,Jacobs,Brad,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
766,3700,Real Estate,Ji Qi,56.0,China,Shanghai,"Hotels, motels",Real Estate,China,True,M,10/1/1966 0:00,Ji,Qi,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,31.2286,121.4747
766,3700,Media & Entertainment,Jason Jiang,50.0,China,Shanghai,Advertising,Media & Entertainment,Singapore,True,M,1/1/1973 0:00,Jiang,Jason,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,31.2286,121.4747
766,3700,Technology,Jim Kavanaugh,60.0,United States,St. Louis,IT provider,Technology,United States,True,M,10/17/1962 0:00,Kavanaugh,Jim,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,38.6359,-90.2451
766,3700,Real Estate,Richard LeFrak & family,77.0,United States,New York,Real estate,Real Estate,United States,False,M,8/29/1945 0:00,LeFrak,Richard,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
766,3700,Finance & Investments,Mikhail Lomtadze,47.0,Kazakhstan,Almaty,Fintech,Finance & Investments,Georgia,True,M,10/17/1975 0:00,Lomtadze,Mikhail,182.75,"$180,161,741,180 ",18513930.0,48.019573,66.923684,43.24,76.915
766,3700,Fashion & Retail,Tom Morris,68.0,United Kingdom,Merseyside,Retail,Fashion & Retail,United Kingdom,True,M,10/2/1954 0:00,Morris,Tom,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973,,
766,3700,Manufacturing,Shigenobu Nagamori,78.0,Japan,Kyoto,Motors,Manufacturing,Japan,True,M,8/28/1944 0:00,Nagamori,Shigenobu,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924,35.0117,135.7683
766,3700,Finance & Investments,Daniel Och,62.0,United States,Miami Beach,Hedge funds,Finance & Investments,United States,True,M,1/27/1961 0:00,Och,Daniel,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,25.8171,-80.1396
766,3700,Fashion & Retail,Horst Paulmann & family,88.0,Chile,Santiago,Retail,Fashion & Retail,Chile,True,M,1/1/1935 0:00,Paulmann,Horst,131.91,"$282,318,159,745 ",18952038.0,-35.675147,-71.542969,-33.4372,-70.6506
766,3700,Service,Anthony Pritzker,62.0,United States,Los Angeles,"Hotels, investments",Service,United States,False,M,1/7/1961 0:00,Pritzker,Anthony,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.1141,-118.4068
766,3700,Technology,John Sall,75.0,United States,Cary,Software,Technology,United States,True,M,4/4/1948 0:00,Sall,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,35.7819,-78.8195
766,3700,Technology,John Sall,75.0,United States,Cary,Software,Technology,United States,True,M,4/4/1948 0:00,Sall,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.2129,-88.2494
766,3700,Food & Beverage,Howard Schultz,69.0,United States,Seattle,Starbucks,Food & Beverage,United States,True,M,7/19/1953 0:00,Schultz,Howard,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,47.6211,-122.3244
766,3700,Fashion & Retail,Richard Schulze,82.0,United States,Naples,Best Buy,Fashion & Retail,United States,True,M,1/2/1941 0:00,Schulze,Richard,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,26.1504,-81.7936
766,3700,Real Estate,Yitzhak Tshuva,74.0,Israel,Netanya,Real estate,Real Estate,Israel,True,M,7/7/1948 0:00,Tshuva,Yitzhak,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612,32.3286,34.8567
766,3700,Manufacturing,Wang Yanqing & family,56.0,China,Wuxi,Electrical equipment,Manufacturing,China,True,M,4/7/1966 0:00,Wang,Yanqing,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,31.491,120.312
766,3700,Manufacturing,Wang Yanqing & family,56.0,China,Wuxi,Electrical equipment,Manufacturing,China,True,M,4/7/1966 0:00,Wang,Yanqing,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,26.58,111.841
787,3600,Diversified,Rajiv Bajaj,56.0,India,Pune,Diversified,Diversified,India,False,M,12/21/1966 0:00,Bajaj,Rajiv,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,18.5203,73.8567
787,3600,Diversified,Sanjiv Bajaj,53.0,India,Pune,Diversified,Diversified,India,False,M,11/2/1969 0:00,Bajaj,Sanjiv,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288,18.5203,73.8567
787,3600,Finance & Investments,Leonid Boguslavsky,71.0,Italy,Florence,Venture capital,Finance & Investments,Canada,True,M,6/17/1951 0:00,Boguslavsky,Leonid,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738,43.7714,11.2542
787,3600,Finance & Investments,Jim Coulter,63.0,United States,San Francisco,Private equity,Finance & Investments,United States,True,M,12/1/1959 0:00,Coulter,Jim,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.7558,-122.4449
787,3600,Automotive,Nicolas D'Ieteren,47.0,Switzerland,Anzere,"Auto parts, distribution",Automotive,Belgium,False,M,4/13/1975 0:00,D'Ieteren,Nicolas ,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,,
787,3600,Food & Beverage,Beatriz Davila de Santo Domingo,84.0,Bermuda,,Beer,Food & Beverage,Colombia,False,F,3/7/1939 0:00,Davila de Santo Domingo,Beatriz,,,,,,,
787,3600,Real Estate,Bob Gaglardi,82.0,Canada,Vancouver,Hotels,Real Estate,Canada,True,M,2/19/1941 0:00,Gaglardi,Bob,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771,49.25,-123.1
787,3600,Finance & Investments,Jaime Gilinski Bacal,65.0,United Kingdom,London,Banking,Finance & Investments,Colombia,False,M,12/14/1957 0:00,Gilinski Bacal,Jaime,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973,51.5072,-0.1275
787,3600,Gambling & Casinos,Pansy Ho,60.0,Hong Kong,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,False,F,8/26/1962 0:00,Ho,Pansy,,,,,,22.3,114.2
787,3600,Finance & Investments,Alan Howard,59.0,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,True,M,9/1/1963 0:00,Howard,Alan,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,46.2017,6.1469
787,3600,Automotive,Huang Yi,61.0,China,Beijing,Car dealerships,Automotive,Hong Kong,True,M,1/1/1962 0:00,Huang,Yi,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,39.9067,116.3975
787,3600,Finance & Investments,Peter Kellogg,80.0,United States,Short Hills,Investments,Finance & Investments,United States,False,M,9/1/1942 0:00,Kellogg,Peter,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.7389,-74.3278
787,3600,Finance & Investments,Vyacheslav Kim,53.0,Kazakhstan,Almaty,Fintech,Finance & Investments,Kazakhstan,True,M,6/12/1969 0:00,Kim,Vyacheslav,182.75,"$180,161,741,180 ",18513930.0,48.019573,66.923684,43.24,76.915
787,3600,Finance & Investments,Josh Kushner,37.0,United States,New York City,Venture capital,Finance & Investments,United States,True,M,6/12/1985 0:00,Kushner,Josh,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
787,3600,Real Estate,Samuel Tak Lee,83.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,M,4/9/1939 0:00,Lee,Samuel Tak,,,,,,22.3,114.2
787,3600,Real Estate,Edwin Leong,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,M,12/4/1951 0:00,Leong,Edwin,,,,,,22.3,114.2
787,3600,Finance & Investments,"Stephen Mandel, Jr.",67.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,True,M,3/12/1956 0:00,Mandel,Stephen,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
787,3600,Diversified,Mohamed Mansour,75.0,United Kingdom,London,Diversified,Diversified,Egypt,True,M,1/23/1948 0:00,Mansour,Mohamed,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973,51.5072,-0.1275
787,3600,Fashion & Retail,Masahiro Miki,67.0,Japan,Tokyo,Shoes,Fashion & Retail,Japan,True,M,7/26/1955 0:00,Miki,Masahiro,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924,35.6897,139.6922
787,3600,Technology,Masahiro Noda,84.0,Japan,Tokyo,Software,Technology,Japan,True,M,8/24/1938 0:00,Noda,Masahiro,105.48,"$5,081,769,542,380 ",126226568.0,36.204824,138.252924,35.6897,139.6922
787,3600,Technology,Cliff Obrecht,37.0,Australia,Sydney,Software,Technology,Australia,True,M,12/28/1985 0:00,Obrecht,Cliff,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136,-33.8678,151.21
787,3600,Technology,Melanie Perkins,35.0,Australia,Sydney,Software,Technology,Australia,True,F,5/13/1987 0:00,Perkins,Melanie,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136,-33.8678,151.21
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,1/19/1965 0:00,Pritzker,J.B.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,42.1155,-72.5395
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,1/19/1965 0:00,Pritzker,J.B.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,37.1943,-93.2916
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,1/19/1965 0:00,Pritzker,J.B.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.7709,-89.654
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,1/19/1965 0:00,Pritzker,J.B.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.93,-83.7959
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,1/19/1965 0:00,Pritzker,J.B.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,44.0538,-122.9811
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,1/19/1965 0:00,Pritzker,J.B.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,38.781,-77.1839
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,1/19/1965 0:00,Pritzker,J.B.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.9281,-75.3362
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,1/19/1965 0:00,Pritzker,J.B.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.0986,-75.2016
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,1/19/1965 0:00,Pritzker,J.B.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,36.4949,-86.8711
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,1/19/1965 0:00,Pritzker,J.B.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6994,-74.3254
787,3600,Finance & Investments,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,M,1/19/1965 0:00,Pritzker,J.B.,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,43.2907,-72.4809
787,3600,Fashion & Retail,Juan Roig,73.0,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,False,M,10/8/1949 0:00,Roig,Juan,110.96,"$1,394,116,310,769 ",47076781.0,40.463667,-3.74922,39.47,-0.3764
787,3600,Real Estate,Jerry Speyer & family,82.0,United States,New York,Real estate,Real Estate,United States,True,M,6/23/1940 0:00,Speyer,Jerry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,40.6943,-73.9249
787,3600,Fashion & Retail,Lawrence Stroll,63.0,Switzerland,Geneva,Fashion investments,Fashion & Retail,Canada,True,M,7/11/1959 0:00,Stroll,Lawrence,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512,46.2017,6.1469
787,3600,Logistics,Tung Chee Chen,80.0,Hong Kong,Hong Kong,Shipping,Logistics,Hong Kong,False,M,12/15/1942 0:00,Tung,Chee Chen,,,,,,22.3,114.2
787,3600,Food & Beverage,Wang Junlin,60.0,China,Chengdu,Liquor,Food & Beverage,China,True,M,9/1/1962 0:00,Wang,Junlin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,30.66,104.0633
787,3600,Automotive,Xia Zuoquan,61.0,China,Shenzhen,"Automobiles, batteries",Automotive,China,True,M,1/1/1962 0:00,Xia,Zuoquan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.5415,114.0596
787,3600,Technology,Zeng Fangqin,57.0,China,Shenzhen,Smartphone components,Technology,China,True,F,12/25/1965 0:00,Zeng,Fangqin,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,22.5415,114.0596
787,3600,Manufacturing,Zhang Jian,54.0,China,Tianjin,"Electric bikes, scooters",Manufacturing,China,True,M,1/1/1969 0:00,Zhang,Jian,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,39.1336,117.2054
818,3500,Fashion & Retail,Rocco Basilico,33.0,United States,Los Angeles,Eyeglasses,Fashion & Retail,Italy,False,M,7/11/1989 0:00,Basilico,Rocco,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,34.1141,-118.4068
818,3500,Healthcare,Maurizio Billi,65.0,Brazil,Sao Paulo,Generic drugs,Healthcare,Brazil,False,M,11/22/1957 0:00,Billi,Maurizio,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528,-23.55,-46.6333
818,3500,Finance & Investments,Fashu Chen,62.0,China,Fuzhou,Investments,Finance & Investments,China,True,M,10/26/1960 0:00,Chen,Fashu,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,27.949,116.358
818,3500,Finance & Investments,Fashu Chen,62.0,China,Fuzhou,Investments,Finance & Investments,China,True,M,10/26/1960 0:00,Chen,Fashu,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397,26.0743,119.2964
818,3500,Manufacturing,Giuseppe Crippa & family,87.0,Italy,Cernusco Lombardone,Microchip testing,Manufacturing,Italy,True,M,5/5/1935 0:00,Crippa,Giuseppe,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738,,
818,3500,Finance & Investments,Daniel D'Aniello,76.0,United States,Vienna,Private equity,Finance & Investments,United States,True,M,9/14/1946 0:00,D'Aniello,Daniel,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,38.8996,-77.2597
818,3500,Finance & Investments,Daniel D'Aniello,76.0,United States,Vienna,Private equity,Finance & Investments,United States,True,M,9/14/1946 0:00,D'Aniello,Daniel,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,39.324,-81.5383
818,3500,Fashion & Retail,Claudio Del Vecchio,66.0,United States,Muttontown,Eyeglasses,Fashion & Retail,Italy,False,M,2/26/1957 0:00,Del Vecchio,Claudio,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891,,
818,3500,Fashion & Retail,Clemente Del Vecchio,18.0,Italy,Milan,Eyeglases,Fashion & Retail,Italy,False,M,5/6/2004 0:00,Del Vecchio,Clemente,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738,45.4669,9.19
818,3500,Fashion & Retail,Leonardo Maria Del Vecchio,27.0,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,False,M,5/6/1995 0:00,Del Vecchio,Leonardo Maria,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738,45.4669,9.19
818,3500,Fashion & Retail,Luca Del Vecchio,21.0,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,False,M,8/31/2001 0:00,Del Vecchio,Luca,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738,45.4669,9.19
818,3500,Fashion & Retail,Marisa Del Vecchio,64.0,Italy,Rome,Eyeglasses,Fashion & Retail,Italy,False,F,7/10/1958 0:00,Del Vecchio,Marisa,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738,41.8933,12.4828
